,RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,Exited,Salario
318,319,15677512,McEncroe,628.0,Spain,Female,22,3,,1,1,0,0,227168.0
319,320,15626114,Pearson,429.0,France,Male,24,4,95741.75,1,1,0,0,209625.0
320,321,15810834,Gordon,,Spain,Female,57,2,145965.33,1,1,1,0,245512.0
321,322,15678910,Ts'ai,680.0,France,Female,30,8,141441.75,1,1,1,0,245228.0
322,323,15694408,Lung,749.0,France,Male,40,1,139290.41,1,1,0,1,282412.0
323,324,15585215,Yuan,763.0,France,Female,31,4,,2,0,0,0,116437.0
324,325,15682757,Pardey,734.0,France,Male,0,3,,2,1,0,0,258594.0
325,326,15736601,Tai,716.0,France,Male,35,4,144428.87,1,1,0,0,215656.0
326,327,15601848,Scott,594.0,France,Male,35,2,,2,1,0,0,208455.0
327,328,15736008,Hunter,644.0,France,Female,46,9,95441.27,1,1,0,1,175569.0
328,329,15669064,Mazzanti,671.0,Germany,Male,35,1,144848.74,1,1,1,0,229110.0
329,330,15624528,L?,664.0,Germany,Male,0,7,116244.14,2,1,1,0,220380.0
330,331,15598493,Beach,656.0,France,Male,50,7,,2,0,1,0,225554.0
331,332,15601274,Hsieh,667.0,Spain,Female,40,1,146502.07,1,1,0,0,155853.0
332,333,15702669,Faulkner,,Germany,Male,0,2,117028.6,2,0,1,0,255735.0
333,334,15728669,Knowles,584.0,Germany,Female,30,8,112013.81,1,1,0,1,204563.0
334,335,15742668,Day,626.0,Spain,Female,37,6,108269.37,1,1,0,0,156059.0
335,336,15697441,Hsueh,485.0,France,Male,29,7,182123.79,1,1,0,1,218565.0
336,337,15740476,Tsao,659.0,Germany,Female,32,3,150923.74,2,0,1,0,205573.0
337,338,15648064,Kennedy,649.0,France,Male,33,2,,2,1,0,0,252456.0
338,339,15636624,Nwabugwu,805.0,Spain,Female,39,5,165272.13,1,1,0,1,217797.0
339,340,15807923,Young,,Germany,Female,39,10,115301.31,1,1,0,1,166726.0
340,341,15745844,Kerr,642.0,Germany,Female,40,6,129502.49,2,0,1,1,199001.0
341,342,15786170,Tien,659.0,France,Male,31,4,118342.26,1,0,0,0,150790.0
342,343,15681081,Marrero,545.0,Spain,Female,47,5,,2,1,1,0,315487.0
343,344,15684484,White,543.0,France,Male,22,8,,2,0,0,0,324731.0
344,345,15785869,Pisano,718.0,France,Female,25,7,,2,1,0,0,331693.0
345,346,15763859,Brown,840.0,France,Female,43,7,,2,1,0,0,216168.0
346,347,15658935,Freeman,,Germany,Female,0,9,106937.05,2,1,0,0,324688.0
347,348,15747358,Russell,643.0,Germany,Male,59,3,170331.37,1,1,1,0,273497.0
348,349,15735203,Seleznyov,654.0,Germany,Female,32,1,114510.85,1,1,1,0,202808.0
349,350,15576256,Yusupova,582.0,France,Male,39,5,,2,1,1,0,213944.0
350,351,15659420,Foley,659.0,Spain,Male,32,3,107594.11,2,1,1,0,240200.0
351,352,15593365,Shih,762.0,Spain,Male,39,2,81273.13,1,1,1,0,255982.0
352,353,15777352,Ikedinachukwu,568.0,Spain,Female,32,7,169399.6,1,1,0,0,270961.0
353,354,15812007,Power,670.0,Spain,Male,25,6,,2,1,1,0,249988.0
354,355,15625461,Amos,613.0,France,Female,45,1,187841.99,2,1,1,0,230047.0
355,356,15739438,Reed,,France,Male,30,0,,2,1,0,0,327850.0
356,357,15611759,Simmons,850.0,Spain,Female,57,8,126776.3,2,1,1,0,243547.0
357,358,15661629,Ricci,522.0,Spain,Male,0,9,126436.29,1,1,0,1,240254.0
358,359,15633950,Yen,737.0,France,Male,41,1,101960.74,1,1,1,0,237595.0
359,360,15592386,Campbell,520.0,France,Male,58,3,,2,0,1,0,243580.0
360,361,15803716,West,706.0,Spain,Male,28,3,,2,0,1,0,171737.0
361,362,15696674,Robinson,643.0,Germany,Female,45,2,150842.93,1,0,1,1,192402.0
362,363,15706365,Bianchi,648.0,France,Female,50,9,102535.57,1,1,1,0,390760.0
363,364,15745088,Chen,443.0,Germany,Female,29,9,99027.61,2,1,0,0,155174.0
364,365,15676715,Madukaego,640.0,France,Male,0,9,,2,1,1,0,265720.0
365,366,15613085,Ibrahimova,628.0,Spain,Female,33,3,,1,1,1,0,269789.0
366,367,15633537,Nolan,540.0,Germany,Female,42,9,87271.41,2,1,0,0,308332.0
367,368,15594720,Scott,460.0,Germany,Female,35,8,102742.91,2,1,1,0,271184.0
368,369,15684042,Blair,636.0,Germany,Male,34,2,40105.51,2,0,1,0,358835.0
369,370,15583303,Monaldo,593.0,France,Female,29,2,152265.43,1,1,0,0,263872.0
370,371,15611579,Sutherland,801.0,Spain,Male,42,4,141947.67,1,1,1,0,327606.0
371,372,15774696,Cole,640.0,Germany,Female,75,1,106307.91,2,0,1,0,309900.0
372,373,15694506,Briggs,611.0,Germany,Male,0,0,107884.81,2,1,1,0,338771.0
373,374,15688074,Gregory,802.0,Germany,Male,31,1,125013.72,1,1,1,0,251519.0
374,375,15759537,Bianchi,717.0,Germany,Male,35,7,58469.37,2,1,1,0,2000000.0
375,376,15758449,Angelo,769.0,France,Female,39,8,,1,0,1,0,228859.0
376,377,15583456,Gardiner,745.0,Germany,Male,45,10,117231.63,3,1,1,1,259278.0
377,378,15667871,Kerr,572.0,Spain,Male,35,4,152390.26,1,1,0,0,262454.0
378,379,15677371,Ko,629.0,Spain,Female,30,2,34013.63,1,1,0,0,130617.0
379,380,15629677,Distefano,687.0,Spain,Female,39,2,,3,0,0,1,241858.0
380,381,15713578,Farrell,483.0,France,Female,50,9,,2,1,1,0,301267.0
381,382,15591509,Milano,690.0,France,Male,36,7,101583.11,2,1,0,0,172440.0
382,383,15568240,Ting,492.0,Germany,Female,30,10,77168.87,2,0,1,0,193365.0
383,384,15622993,Boyd,709.0,Germany,Male,28,8,124695.72,2,1,0,0,316552.0
384,385,15689294,Onyemaechi,705.0,Germany,Male,44,3,105934.96,1,1,0,0,327334.0
385,386,15720910,Black,560.0,France,Female,66,9,,1,1,1,0,214390.0
386,387,15721181,Oliver,611.0,Spain,Male,46,6,,2,1,0,0,260096.0
387,388,15776433,Greco,730.0,Spain,Male,62,2,,2,1,1,0,245601.0
388,389,15748936,Whitehead,709.0,Spain,Female,0,2,,2,0,1,0,317779.0
389,390,15717225,Ikemefuna,544.0,France,Female,21,10,161525.96,2,1,0,0,219417.0
390,391,15685226,Morrison,712.0,Germany,Female,29,7,147199.07,1,1,1,0,228314.0
391,392,15785611,Onyeoruru,752.0,Germany,Male,38,3,183102.29,1,1,1,0,327198.0
392,393,15573456,Cunningham,,Spain,Male,46,9,127209.0,2,1,0,1,192388.0
393,394,15684548,Demidov,556.0,Spain,Male,38,8,,2,0,0,1,221452.0
394,395,15620505,Celis,594.0,Spain,Female,0,0,97378.54,1,1,1,0,257733.0
395,396,15807432,Cheng,645.0,Germany,Female,37,2,136925.09,2,0,1,0,337723.0
396,397,15584766,Knight,557.0,France,Male,33,3,54503.55,1,1,1,0,181454.0
397,398,15612187,Morin,547.0,Germany,Male,32,8,155726.85,1,1,0,0,209224.0
398,399,15762218,Mills,701.0,France,Female,39,9,,2,0,1,0,284168.0
399,400,15646372,Outhwaite,616.0,France,Female,66,1,135842.41,1,1,0,1,293048.0
400,401,15690452,Tung,605.0,France,Male,52,1,63349.75,1,1,0,0,262257.0
401,402,15747795,Pai,593.0,Germany,Female,38,4,129499.42,1,1,1,0,243378.0
402,403,15781589,Carpenter,751.0,Spain,Male,52,8,,2,0,1,0,257547.0
403,404,15732674,Fennell,443.0,Spain,Male,36,6,70438.01,2,0,1,0,163407.0
404,405,15642291,Fontaine,685.0,France,Male,23,8,,2,1,1,0,255923.0
405,406,15692761,Pratt,718.0,France,Male,36,9,,1,1,0,0,335328.0
406,407,15578045,Mitchell,,Spain,Female,49,9,141434.04,1,0,0,1,174168.0
407,408,15745354,Franklin,611.0,Spain,Female,37,4,,2,1,0,0,204999.0
408,409,15701376,K'ung,668.0,Germany,Male,37,10,152958.29,2,1,1,0,227266.0
409,410,15691625,Ko,537.0,Germany,Female,41,3,138306.34,1,1,0,0,230886.0
410,411,15566594,McKenzie,709.0,Spain,Male,23,10,,2,0,0,0,355988.0
411,412,15760431,Pino,,France,Male,38,1,,2,1,1,0,196496.0
412,413,15686302,Fisk,745.0,Spain,Female,31,3,124328.84,1,1,1,0,185005.0
413,414,15801559,Chiang,693.0,Germany,Female,41,9,181461.48,3,1,1,1,294435.0
414,415,15810432,Moseley,,Spain,Male,35,8,,2,1,0,0,212889.0
415,416,15809616,Hsiung,626.0,Spain,Male,26,8,,2,0,0,0,295390.0
416,417,15720559,Heath,487.0,Germany,Female,0,5,110368.03,1,0,0,1,238757.0
417,418,15695632,Dellucci,556.0,France,Female,39,9,89588.35,1,1,1,0,276489.0
418,419,15659843,Li,643.0,France,Female,46,6,,2,0,0,0,159921.0
419,420,15615624,De Salis,605.0,France,Female,28,6,,2,0,0,0,276295.0
420,421,15810418,T'ang,,Germany,Female,60,3,115924.89,1,1,0,1,262616.0
421,422,15716186,Richardson,,France,Female,38,2,,2,1,0,0,235403.0
422,423,15674551,Fitch,535.0,Germany,Male,40,7,111756.5,1,1,0,1,179195.0
423,424,15622834,Stevenson,678.0,France,Female,35,4,,1,1,0,0,262561.0
424,425,15566111,Estes,596.0,France,Male,39,9,,1,1,0,0,291730.0
425,426,15784597,Lattimore,648.0,France,Male,26,9,162923.85,1,1,0,0,219543.0
426,427,15652883,Chung,492.0,Germany,Male,39,10,124576.65,2,1,0,0,220674.0
427,428,15806964,Utz,702.0,France,Male,45,0,80793.58,1,1,1,0,295747.0
428,429,15576313,Wei,,Germany,Female,0,9,71340.09,1,1,0,0,348446.0
429,430,15806467,Boyle,568.0,Germany,Male,0,1,99282.63,1,0,0,1,304128.0
430,431,15597602,Nwachinemelu,619.0,Germany,Male,57,3,137946.39,1,1,1,1,263287.0
431,432,15743040,Kuznetsova,724.0,Germany,Male,41,2,127892.57,2,0,1,0,236102.0
432,433,15705521,Pisani,548.0,Germany,Female,33,0,101084.36,1,1,0,0,248509.0
433,434,15595039,Manna,545.0,Germany,Female,37,8,114754.08,1,1,0,1,173861.0
434,435,15799384,Collier,683.0,France,Male,0,8,,1,0,0,0,241211.0
435,436,15581197,Ricci,,France,Female,0,3,99286.98,1,0,1,0,314495.0
436,437,15693737,Carr,627.0,Germany,Female,30,4,79871.02,2,1,0,0,252370.0
437,438,15624623,Hs?,516.0,France,Male,35,10,104088.59,2,0,0,0,214117.0
438,439,15783501,Findlay,800.0,France,Female,38,2,168190.33,2,1,0,0,208798.0
439,440,15690134,Hughes,464.0,Germany,Female,42,3,85679.25,1,1,1,0,248263.0
440,441,15782735,Chukwuemeka,626.0,France,Female,35,3,,1,0,0,0,179086.0
441,442,15611088,Genovese,790.0,France,Female,31,9,,2,1,0,0,197839.0
442,443,15672145,Swift,534.0,France,Female,34,7,121551.58,2,1,1,0,338243.0
443,444,15732628,Ugoji,745.0,France,Male,46,2,122220.19,1,1,1,0,190504.0
444,445,15787470,Parkinson,553.0,Spain,Male,47,3,116528.15,1,0,0,1,203993.0
445,446,15803406,Ross,748.0,France,Female,26,1,77780.29,1,0,1,0,266845.0
446,447,15730460,Oleary,722.0,France,Male,37,2,,1,0,0,0,224684.0
447,448,15644572,Turnbull,501.0,France,Male,40,4,125832.2,1,1,1,0,255188.0
448,449,15694860,Uspensky,675.0,France,Female,38,6,68065.8,1,0,0,1,299715.0
449,450,15658169,Cook,778.0,Spain,Female,47,6,127299.34,2,1,0,0,161117.0
450,451,15794396,Newbold,494.0,Germany,Female,0,7,174937.64,1,1,0,0,293467.0
451,452,15785798,Uchechukwu,850.0,France,Male,40,9,,2,0,1,0,216597.0
452,453,15710825,Ch'en,592.0,Spain,Male,31,7,110071.1,1,0,0,0,233638.0
453,454,15668444,He,590.0,Spain,Female,0,3,139432.37,1,1,0,0,360631.0
454,455,15726631,Hilton,758.0,France,Female,39,6,127357.76,1,0,1,0,169425.0
455,456,15733797,Sal,506.0,France,Male,36,5,,2,1,0,0,284062.0
456,457,15747960,Eluemuno,733.0,France,Male,33,3,,1,1,1,0,314964.0
457,458,15634632,Titus,711.0,France,Male,38,3,,2,1,0,0,210780.0
458,459,15707362,Yin,514.0,Germany,Male,43,1,95556.31,1,0,1,1,211689.0
459,460,15662976,Lettiere,637.0,Spain,Male,37,8,,1,1,1,0,228888.0
460,461,15732778,Templeman,468.0,Germany,Male,29,1,111681.98,2,1,1,0,210439.0
461,462,15718443,Chibuzo,539.0,France,Male,39,3,,2,1,0,0,253913.0
462,463,15670039,Sun,509.0,Spain,Female,25,3,108738.71,2,1,0,0,301424.0
463,464,15773792,Evans,662.0,France,Female,32,4,133950.37,1,1,1,1,229200.0
464,465,15613786,Ogbonnaya,818.0,Spain,Male,26,4,,2,1,1,0,303492.0
465,466,15726032,Enyinnaya,608.0,France,Male,33,9,89968.69,1,1,0,0,330663.0
466,467,15663252,Olisanugo,850.0,Spain,Female,32,9,,2,1,1,0,274881.0
467,468,15593782,Brookes,816.0,Germany,Female,38,5,130878.75,3,1,0,1,280311.0
468,469,15633283,Padovano,536.0,France,Male,35,8,,2,1,0,0,215932.0
469,470,15749167,Fisk,753.0,France,Male,35,3,,2,1,1,0,99242.0
470,471,15759298,Shih,631.0,Spain,Male,27,10,134169.62,1,1,1,0,283774.0
471,472,15683625,Hare,703.0,France,Male,37,1,149762.08,1,1,0,1,295896.0
472,473,15635367,Muir,774.0,France,Male,0,2,93844.69,1,1,0,0,264033.0
473,474,15681705,Fanucci,785.0,France,Male,28,8,,2,1,0,0,302412.0
474,475,15603156,Elewechi,571.0,France,Female,33,1,,2,1,0,0,218559.0
475,476,15591986,Johnston,621.0,Germany,Male,46,6,141078.37,1,0,0,1,279910.0
476,477,15798888,Pisano,605.0,Germany,Female,31,1,117992.59,1,1,1,0,334754.0
477,478,15809722,Ankudinov,611.0,France,Female,0,8,100812.33,2,1,0,0,288373.0
478,479,15677538,Nwokike,569.0,France,Male,38,7,,1,1,1,0,327313.0
479,480,15797736,Smith,658.0,France,Male,0,4,80262.6,1,1,1,0,327681.0
480,481,15695585,Atkins,,Spain,Male,34,6,156478.62,1,0,1,0,179848.0
481,482,15744398,Burns,525.0,France,Female,23,5,,2,1,0,0,291451.0
482,483,15750658,Obiuto,798.0,France,Male,37,8,,3,0,0,0,213746.0
483,484,15578186,Pirozzi,486.0,Germany,Male,37,9,115217.99,2,1,0,0,186398.0
484,485,15676519,George,615.0,Spain,Male,61,9,,2,1,0,1,233662.0
485,486,15637954,Lewis,730.0,France,Female,35,0,155470.55,1,1,1,0,350973.0
486,487,15758639,Moran,,France,Male,37,7,,2,1,0,0,218816.0
487,488,15613772,Dalrymple,542.0,France,Male,39,3,135096.77,1,1,1,1,148974.0
488,489,15731744,Carslaw,692.0,France,Male,30,2,,2,0,1,0,167010.0
489,490,15807709,Kirby,714.0,Germany,Female,55,9,180075.22,1,1,1,0,277602.0
490,491,15714689,Houghton,591.0,Spain,Male,29,1,97541.24,1,1,1,0,206450.0
491,492,15699005,Martin,710.0,France,Female,41,2,156067.05,1,1,1,0,132586.0
492,493,15624170,Tan,639.0,France,Female,38,4,81550.94,2,0,1,0,169282.0
493,494,15725679,Hsia,531.0,France,Female,47,6,,1,0,0,1,259690.0
494,495,15585865,Westerberg,673.0,France,Female,38,2,170061.92,2,0,0,1,294919.0
495,496,15804256,Hale,765.0,Germany,Male,36,8,92310.54,2,1,1,0,224457.0
496,497,15662403,Kryukova,,France,Female,0,6,169089.38,2,1,0,0,287413.0
497,498,15733616,Sopuluchukwu,806.0,France,Male,40,5,80613.93,1,1,1,0,302708.0
498,499,15591995,Barry,757.0,Germany,Male,26,8,121581.56,2,1,1,0,205019.0
499,500,15677020,Selezneva,570.0,France,Female,58,8,,1,0,1,1,243119.0
500,501,15727688,Chizuoke,555.0,Spain,Male,32,4,,2,1,1,0,2000000.0
501,502,15715941,Lueck,692.0,France,Male,54,5,,2,1,1,0,281081.0
502,503,15714485,Udinese,774.0,France,Male,60,5,85891.55,1,1,0,1,214880.0
503,504,15730059,Udobata,638.0,Spain,Male,44,9,77637.35,2,1,1,0,180320.0
504,505,15715527,Freeman,543.0,Spain,Female,41,4,,1,0,0,0,253115.0
505,506,15576623,Outlaw,584.0,France,Male,31,5,,2,1,0,0,313947.0
506,507,15805565,Obiuto,691.0,Germany,Male,30,7,116927.89,1,1,0,0,279454.0
507,508,15677307,Lo,684.0,Germany,Female,40,6,137326.65,1,1,0,0,307994.0
508,509,15773890,Okechukwu,733.0,France,Male,22,5,,2,1,1,0,2000000.0
509,510,15598883,King,599.0,Spain,Female,37,2,,2,1,1,0,252514.0
510,511,15568506,Forbes,,Germany,Female,31,10,67238.98,2,1,1,0,215728.0
511,512,15761043,Macleod,632.0,Germany,Female,38,6,86569.76,2,1,0,0,200072.0
512,513,15782236,Gibbs,,Spain,Male,34,5,,2,0,0,0,158844.0
513,514,15593601,Isayev,734.0,France,Male,34,6,133598.4,1,1,1,0,318502.0
514,515,15682048,Pisano,605.0,France,Female,0,3,136188.78,1,1,1,1,231077.0
515,516,15746902,Belstead,793.0,Spain,Male,38,9,,2,1,0,0,152048.0
516,517,15752081,Vassiliev,468.0,France,Female,56,10,,3,0,1,1,321077.0
517,518,15781307,Schneider,779.0,Germany,Male,37,7,120092.52,2,1,0,0,255512.0
518,519,15775912,Mazzanti,698.0,France,Male,48,4,101238.24,2,0,1,1,305747.0
519,520,15745417,Knipe,,France,Male,58,6,89685.92,1,0,1,0,235049.0
520,521,15671256,Macartney,850.0,France,Female,35,1,211774.31,1,1,0,1,204469.0
521,522,15653547,Madukwe,850.0,France,Male,56,7,131317.48,1,1,1,0,275725.0
522,523,15595766,Watts,527.0,Spain,Male,37,5,93722.73,2,1,1,0,280492.0
523,524,15742358,Humphreys,696.0,Germany,Male,32,8,101160.99,1,1,1,0,233993.0
524,525,15763274,Wu,661.0,France,Male,48,3,120320.54,1,0,0,0,325632.0
525,526,15786063,Chin,776.0,France,Female,31,2,,2,1,1,0,304465.0
526,527,15600258,Chesnokova,701.0,France,Male,43,2,,2,1,1,0,282570.0
527,528,15573318,Kung,610.0,France,Male,26,8,,2,1,0,0,186255.0
528,529,15653849,Lu,572.0,Germany,Female,48,3,152827.99,1,1,0,1,178153.0
529,530,15694272,Nkemakolam,673.0,France,Male,30,1,64097.75,1,1,1,0,319046.0
530,531,15736112,Walton,519.0,Spain,Female,57,2,119035.35,2,1,1,0,124237.0
531,532,15749851,Brookes,702.0,Spain,Female,26,4,135219.57,1,0,1,0,244858.0
532,533,15663478,Baldwin,729.0,France,Male,32,6,93694.42,1,1,1,0,258524.0
533,534,15592300,Mai,543.0,Spain,Male,35,10,59408.63,1,1,0,0,221927.0
534,535,15567832,Shih,,France,Female,40,7,114354.95,1,1,0,0,248059.0
535,536,15776780,He,608.0,France,Male,59,1,,1,1,0,1,274262.0
536,537,15592846,Fiorentini,639.0,Germany,Male,35,10,128173.9,2,1,0,0,216319.0
537,538,15739803,Lucciano,686.0,Spain,Male,34,9,,2,1,0,0,300781.0
538,539,15794142,Ferreira,,Germany,Female,62,5,114931.35,3,0,1,1,283589.0
539,540,15762729,Ukaegbunam,745.0,Germany,Female,28,1,111071.36,1,1,0,1,239741.0
540,541,15667896,De Luca,833.0,France,Male,37,8,151226.18,2,1,1,0,202562.0
541,542,15626578,Milne,,France,Male,26,9,,2,1,1,0,244876.0
542,543,15776223,Davide,597.0,France,Female,42,4,64740.12,1,1,1,0,371476.0
543,544,15705953,Kodilinyechukwu,721.0,Spain,Male,0,0,169312.13,1,1,0,1,206530.0
544,545,15802593,Little,504.0,France,Female,49,7,,3,0,1,1,338126.0
545,546,15615457,Burns,842.0,Spain,Female,44,2,112652.08,2,1,0,0,149149.0
546,547,15708916,Paterson,,France,Male,38,0,,2,1,0,0,200586.0
547,548,15720187,Han,,Germany,Female,30,7,143964.36,2,1,0,0,218883.0
548,549,15595440,Kryukova,508.0,France,Male,49,7,122451.46,2,1,1,0,304673.0
549,550,15600651,Ijendu,749.0,France,Male,24,1,,3,1,1,0,253274.0
550,551,15750141,Reichard,721.0,Germany,Female,36,3,65253.07,2,1,0,0,325433.0
551,552,15657284,Day,674.0,Germany,Male,47,6,106901.94,1,1,1,1,230960.0
552,553,15763063,Price,685.0,Spain,Female,25,10,128509.63,1,1,0,0,246993.0
553,554,15709324,Bruce,417.0,France,Male,34,7,,2,1,0,0,231188.0
554,555,15711309,Sumrall,,Germany,Male,33,3,129834.67,1,1,0,0,366630.0
555,556,15775318,Lu,590.0,Spain,Female,51,3,154962.99,3,0,1,1,185665.0
556,557,15705515,Lazarev,587.0,Germany,Male,40,5,138241.9,2,1,0,0,220864.0
557,558,15634844,Miller,,Germany,Male,41,3,91536.93,1,1,0,1,193847.0
558,559,15717046,Wentworth-Shields,741.0,Spain,Male,53,3,,2,1,1,0,283062.0
559,560,15571816,Ritchie,850.0,Spain,Female,70,5,,1,1,1,0,184470.0
560,561,15670080,Mackenzie,584.0,Germany,Female,29,7,105204.01,1,0,1,0,354883.0
561,562,15800440,Power,650.0,Spain,Male,61,1,152968.73,1,0,1,0,254730.0
562,563,15665678,Tan,607.0,Spain,Male,36,8,158261.68,1,1,1,0,273806.0
563,564,15665956,Pendergrass,509.0,France,Female,46,1,,1,1,0,1,2000000.0
564,565,15788126,Evans,689.0,Spain,Female,38,6,121021.05,1,1,1,0,248937.0
565,566,15811773,Hsia,,France,Male,36,4,,2,1,1,0,257087.0
566,567,15651674,Billson,438.0,Spain,Female,54,2,,1,0,0,1,254963.0
567,568,15689614,Teng,687.0,Spain,Female,63,1,137715.66,1,1,1,0,279952.0
568,569,15795564,Moretti,737.0,Germany,Male,31,5,121192.22,2,1,1,0,202795.0
569,570,15706647,Jordan,761.0,France,Male,31,7,,3,1,1,0,193035.0
570,571,15728505,Ts'ao,601.0,France,Male,44,1,100486.18,2,1,1,0,297305.0
571,572,15730076,Osborne,651.0,France,Male,45,1,,1,1,0,1,249980.0
572,573,15622003,Carslaw,745.0,France,Male,0,9,92566.53,2,1,0,0,134698.0
573,574,15607312,Ch'ang,648.0,Spain,Female,49,10,,2,1,1,1,222762.0
574,575,15644753,Hung,848.0,Spain,Male,40,3,110929.96,1,1,1,0,338080.0
575,576,15653620,Gordon,,France,Female,27,8,,2,1,1,0,240867.0
576,577,15761986,Obialo,439.0,Spain,Female,32,3,138901.61,1,1,0,0,219553.0
577,578,15633922,Gray,755.0,France,Male,30,4,123217.66,2,0,1,0,164124.0
578,579,15734674,Lin,593.0,France,Female,41,6,,1,1,0,0,217434.0
579,580,15658032,Hopkins,701.0,France,Male,39,2,,2,1,1,0,183162.0
580,581,15692671,Dobson,701.0,Spain,Male,0,8,,2,1,0,0,274774.0
581,582,15737741,McKay,,Spain,Female,33,2,108431.87,2,0,1,1,252925.0
582,583,15576352,Revell,586.0,Spain,Female,57,3,,2,0,1,0,229187.0
583,584,15753719,Rickards,547.0,Germany,Female,30,9,72392.41,1,1,0,0,206255.0
584,585,15803689,Begum,647.0,Germany,Female,51,1,119741.77,2,0,0,1,337877.0
585,586,15718057,Onyinyechukwuka,760.0,France,Female,51,2,100946.71,1,0,0,1,209527.0
586,587,15722010,Zuyev,621.0,Spain,Male,53,9,170491.84,1,1,0,1,209741.0
587,588,15680998,Nwankwo,725.0,France,Male,44,5,,1,1,1,0,236117.0
588,589,15614782,Hao,526.0,France,Male,36,1,,1,1,0,0,244160.0
589,590,15591047,Ma,519.0,Spain,Female,47,6,157296.02,2,0,0,1,277813.0
590,591,15788291,Okwuadigbo,,Germany,Female,38,7,144606.22,1,1,1,1,303601.0
591,592,15604044,Mitchell,700.0,France,Male,38,8,134811.3,1,1,0,0,299295.0
592,593,15679587,Chan,666.0,France,Female,34,9,115897.12,1,1,1,0,389835.0
593,594,15775153,Buchi,630.0,Spain,Male,32,4,82034.0,1,0,0,0,152732.0
594,595,15603925,Greco,779.0,Spain,Female,26,4,174318.13,2,0,1,0,263367.0
595,596,15680970,Lombardi,611.0,Germany,Female,41,2,114206.84,1,1,0,0,220156.0
596,597,15697183,Uchenna,685.0,Spain,Male,43,9,,2,1,0,0,2000000.0
597,598,15567446,Coffman,646.0,Germany,Male,39,9,111574.41,1,1,1,0,260189.0
598,599,15637476,Alexandrova,683.0,Germany,Female,57,5,162448.69,1,0,0,1,133363.0
599,600,15714939,Fallaci,484.0,Germany,Female,34,4,148249.54,1,0,1,0,275062.0
600,601,15683503,Hudson,601.0,France,Female,43,8,,3,0,1,1,265436.0
601,602,15645569,Mai,,Spain,Female,26,7,123709.46,2,1,1,0,293669.0
602,603,15782569,Stout,687.0,France,Female,0,9,,1,0,1,0,208480.0
603,604,15592387,Burke,566.0,France,Male,0,5,,1,1,0,1,268944.0
604,605,15609286,Chadwick,702.0,France,Male,37,10,150525.8,1,1,1,0,234534.0
605,606,15814035,Lawrence,601.0,France,Male,29,9,,1,1,1,0,211480.0
606,607,15661249,Bellucci,,France,Male,53,4,,2,0,1,0,269800.0
607,608,15629117,Harper,584.0,France,Male,0,10,,2,1,0,0,258877.0
608,609,15607170,Boyle,699.0,France,Male,35,5,,2,1,1,0,310479.0
609,610,15586585,Duncan,698.0,Germany,Female,51,2,111018.98,1,1,0,0,251642.0
610,611,15686611,Moss,495.0,France,Male,0,10,129755.99,1,0,0,0,284821.0
611,612,15603203,Avdeyeva,650.0,France,Female,27,6,,2,1,0,0,180650.0
612,613,15619857,Crawford,,France,Female,64,2,129555.7,1,1,1,0,330290.0
613,614,15805062,Lynton,667.0,Spain,Male,38,1,87202.38,1,1,1,0,205393.0
614,615,15660271,Duncan,688.0,Germany,Male,26,8,146133.39,1,1,1,0,302018.0
615,616,15745295,Gether,727.0,Spain,Female,31,0,,1,1,0,1,265222.0
616,617,15719352,Davidson,754.0,Spain,Male,39,6,170184.99,2,1,0,0,257930.0
617,618,15766575,Larionova,612.0,Germany,Female,62,8,140745.33,1,1,0,1,293818.0
618,619,15594594,Loggia,546.0,Spain,Male,42,7,139070.51,1,1,1,0,127019.0
619,620,15646161,Steinhoff,,Spain,Female,37,8,,2,1,1,0,217107.0
620,621,15682585,Guerra,593.0,France,Male,35,9,114193.24,1,1,0,0,293001.0
621,622,15603134,Pai,656.0,Spain,Female,40,10,167878.5,1,0,1,0,360631.0
622,623,15636444,Craig,535.0,Germany,Female,53,5,141616.55,2,1,1,0,248689.0
623,624,15773456,Lazareva,678.0,Germany,Male,36,3,145747.67,2,0,1,0,109901.0
624,625,15745307,Ch'iu,477.0,Spain,Female,48,2,129120.64,1,0,1,0,231847.0
625,626,15604119,Alderete,850.0,Spain,Male,35,7,110349.82,1,0,0,0,246631.0
626,627,15626900,Kung,427.0,France,Male,29,1,141325.56,1,1,1,0,313896.0
627,628,15605447,Palermo,752.0,France,Male,49,2,78653.84,1,1,0,0,252870.0
628,629,15589030,Ts'ai,649.0,France,Male,47,1,,2,1,1,0,176665.0
629,630,15692463,Rahman,799.0,Spain,Female,28,3,142253.65,1,1,0,0,305501.0
630,631,15712403,McMillan,589.0,France,Female,0,1,,1,1,0,1,282774.0
631,632,15811762,Pickering,583.0,Germany,Female,54,6,115988.86,1,1,0,1,209885.0
632,633,15718673,Mirams,839.0,Spain,Female,33,10,75592.43,1,1,0,0,291490.0
633,634,15724282,Tsao,540.0,Germany,Male,44,3,164113.04,2,1,1,0,218654.0
